"","Project","Version","Class","wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","nr","ndc","nml","ndpv","max.cc.","avg.cc.","isBuggy"
"11628","lucene","2.2","org.apache.lucene.search.MultiSearcher$1",2,2,0,2,4,0,1,2,1,0.33333334,26,1,2,0.5,0.7,0,0,10.5,NA,"0",NA,"0",1,0.5,FALSE
"11629","lucene","2.2","org.apache.lucene.search.BooleanScorer2$Coordinator",5,1,0,5,8,2,4,3,0,0.5,64,0.5,1,0,0.53333336,0,0,11,NA,"0",NA,"0",2,0.8,FALSE
"11630","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$Entry",4,1,0,8,11,0,8,0,2,0,112,0,0,0,0.5,1,1,26,NA,"0",NA,"0",10,3.25,FALSE
"11631","lucene","2.2","org.apache.lucene.search.MatchAllDocsQuery$MatchAllScorer",6,2,0,7,10,1,1,6,5,0.68,71,0.2,2,0.61538464,0.33333334,1,3,10,NA,"0",NA,"0",3,1.1666666,FALSE
"11632","lucene","2.2","org.apache.lucene.search.IndexSearcher",15,2,0,21,34,0,3,19,14,0.35714287,164,0.5,1,0.6666667,0.1897436,1,3,9.8,"3","3","46","2",1,0.73333335,TRUE
"11633","lucene","2.2","org.apache.lucene.index.FieldInfos",20,1,0,18,51,164,12,6,16,0.94078946,482,0.25,0,0,0.2611111,0,0,22.7,"5","5","90","1",8,1.5,TRUE
"11634","lucene","2.2","org.apache.lucene.analysis.WordlistLoader",4,1,0,2,17,6,2,0,4,2,147,0,0,0,0.33333334,0,0,35.75,"3","2","62","0",1,0.75,FALSE
"11635","lucene","2.2","org.apache.lucene.search.spans.SpanScorer",7,2,1,7,25,0,2,5,5,0.5208333,201,1,2,0.5714286,0.30952382,1,3,26.571428,"3","2","43","2",1,0.85714287,TRUE
"11636","lucene","2.2","org.apache.lucene.search.FilteredQuery$1",8,1,0,9,25,0,2,9,6,0.5714286,149,1,3,0,0.234375,0,0,17.125,NA,"0",NA,"0",1,0.875,FALSE
"11637","lucene","2.2","org.apache.lucene.search.function.DocValues",14,1,6,16,19,79,15,1,11,0.72307694,133,1,0,0,0.78571427,0,0,8.142858,"1","1","176","0",3,1,TRUE
"11638","lucene","2.2","org.apache.lucene.search.FieldCache$ShortParser",1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,NA,"0",NA,"0",1,1,FALSE
"11639","lucene","2.2","org.apache.lucene.index.IndexReader$1",2,2,0,9,12,0,1,9,0,0,88,1,1,0.6666667,0.6,0,0,42,NA,"0",NA,"0",1,0.5,FALSE
"11640","lucene","2.2","org.apache.lucene.search.PhrasePositions",5,1,0,6,12,0,5,1,0,0.6785714,95,0,2,0,0.53333336,0,0,16.6,"2","2","21","1",1,0.8,FALSE
"11641","lucene","2.2","org.apache.lucene.store.FSDirectory$FSIndexInput$Descriptor",3,2,0,1,7,1,1,0,2,0.8333333,38,0.33333334,0,0.9512195,0.5555556,0,0,10.666667,NA,"0",NA,"0",1,0.6666667,FALSE
"11642","lucene","2.2","org.apache.lucene.util.BitVector",14,1,0,5,28,0,2,3,8,0.28846154,1483,1,0,0,0.32051283,0,0,104.64286,"3","2","104","2",10,1.8571428,FALSE
"11643","lucene","2.2","org.apache.lucene.search.spans.SpanOrQuery$1",9,1,0,5,32,6,1,5,6,0.375,206,1,3,0,0.3611111,0,0,21.555555,NA,"0",NA,"0",3,1.1111112,FALSE
"11644","lucene","2.2","org.apache.lucene.store.MMapDirectory$MultiMMapIndexInput",8,2,0,2,26,0,1,1,8,0.46938777,339,1,0,0.6666667,0.325,1,4,40.5,NA,"0",NA,"0",2,1,FALSE
"11645","lucene","2.2","org.apache.lucene.index.CompoundFileReader",16,2,0,9,40,70,2,7,16,0.72,273,1,2,0.5483871,0.5,1,5,15.75,"2","2","37","1",1,0.875,TRUE
"11646","lucene","2.2","org.apache.lucene.search.spans.NearSpansUnordered$CellQueue",2,2,0,5,6,1,1,5,1,1,36,1,1,0.9166667,0.625,1,3,16.5,NA,"0",NA,"0",3,1.5,FALSE
"11647","lucene","2.2","org.apache.lucene.index.ParallelReader$ParallelTermDocs",10,1,1,6,22,0,2,5,10,0.3888889,95,1,2,0,0.28333333,0,0,8.3,NA,"0",NA,"0",1,0.8,FALSE
"11648","lucene","2.2","org.apache.lucene.document.Field$Index",2,2,0,5,3,1,4,1,0,1,31,0,4,1,1,0,0,12.5,NA,"0",NA,"0",0,0,FALSE
"11649","lucene","2.2","org.apache.lucene.document.AbstractField",18,1,3,7,28,51,3,4,15,0.80995476,503,1,0,0,0.1984127,0,0,26.222221,"1","1","274","0",19,2.1666667,TRUE
"11650","lucene","2.2","org.apache.lucene.index.FieldsReader$LazyField",11,2,0,9,25,0,1,9,10,0.33333334,250,1,1,0.64,0.2840909,1,3,21.454546,NA,"0",NA,"0",4,1.6363636,FALSE
"11651","lucene","2.2","org.apache.lucene.index.MultipleTermPositions$IntQueue",8,1,0,2,11,0,1,1,0,0.35714287,107,1,0,0,0.41666666,0,0,11.875,NA,"0",NA,"0",2,0.875,FALSE
"11652","lucene","2.2","org.apache.lucene.store.MMapDirectory$MMapIndexInput",9,2,0,3,19,4,1,2,7,0.5,70,1,0,0.6666667,0.2777778,1,4,6.5555553,NA,"0",NA,"0",1,0.7777778,FALSE
"11653","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$9",2,2,0,6,17,1,1,6,0,1,70,1,1,0.6666667,0.625,1,1,33.5,NA,"0",NA,"0",1,0.5,FALSE
"11654","lucene","2.2","org.apache.lucene.store.Directory",18,1,3,36,33,141,32,4,18,0.8235294,177,1,1,0,0.2962963,0,0,8.777778,"8","3","147","6",1,0.9444444,TRUE
"11655","lucene","2.2","org.apache.lucene.analysis.standard.StandardAnalyzer",7,2,0,8,15,0,0,8,6,0.5,67,0.5,0,0.6666667,0.33333334,0,0,8.285714,"1","1","11","0",1,0.14285715,TRUE
"11656","lucene","2.2","org.apache.lucene.search.MultiPhraseQuery",17,2,0,12,55,12,3,10,13,0.625,407,1,0,0.42857143,0.15882353,2,4,22.705883,"2","2","17","1",7,2.0588236,TRUE
"11657","lucene","2.2","org.apache.lucene.index.MultiLevelSkipListWriter",6,1,1,3,16,0,1,2,0,0.46666667,178,1,1,0,0.6111111,0,0,28.166666,"1","1","151","0",3,1.3333334,FALSE
"11658","lucene","2.2","org.apache.lucene.index.ParallelReader$ParallelTermPositions",7,2,0,6,16,0,1,6,7,0.6666667,65,1,1,0.61538464,0.37142858,1,8,8.142858,NA,"0",NA,"0",1,0.71428573,FALSE
"11659","lucene","2.2","org.apache.lucene.queryParser.QueryParser",64,1,1,34,151,1520,1,33,40,0.8930461,3329,0.5952381,12,0,0.11216931,0,0,50.359375,"13","8","453","7",23,2.484375,TRUE
"11660","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$CreationPlaceholder",1,1,0,1,2,0,1,0,0,2,5,0,0,0,1,0,0,3,NA,"0",NA,"0",0,0,FALSE
"11661","lucene","2.2","org.apache.lucene.search.Hit",8,1,0,4,19,2,1,3,6,0.17857143,116,1,2,0,0.34375,0,0,13,"2","2","26","1",2,1,TRUE
"11662","lucene","2.2","org.apache.lucene.search.RemoteSearchable_Stub",14,3,0,13,24,69,0,13,12,0.96336997,723,0.5714286,0,0.45454547,0.20512821,0,0,49.142857,"0","0",NA,"0",1,0.85714287,FALSE
"11663","lucene","2.2","org.apache.lucene.index.TermVectorsWriter$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"11664","lucene","2.2","org.apache.lucene.search.DefaultSimilarity",7,2,0,3,10,21,3,1,7,2,54,0,0,0.71428573,0.5,1,2,6.714286,"1","1","11","0",1,0.85714287,FALSE
"11665","lucene","2.2","org.apache.lucene.search.spans.SpanWeight",7,1,1,13,46,0,2,12,7,0.6904762,357,1,2,0,0.30952382,0,0,49,"3","3","53","2",1,0.85714287,FALSE
"11666","lucene","2.2","org.apache.lucene.index.IndexCommitPoint",2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,"2","2","72","0",1,1,TRUE
"11667","lucene","2.2","org.apache.lucene.search.function.OrdFieldSource$1",5,2,0,2,14,0,1,2,3,0.5,47,1,1,0.75,0.55,1,7,8,NA,"0",NA,"0",1,0.8,FALSE
"11668","lucene","2.2","org.apache.lucene.util.ToStringUtils",2,1,0,17,7,1,17,0,2,2,21,0,0,0,0.5,0,0,9.5,"2","2","13","0",2,1,FALSE
"11669","lucene","2.2","org.apache.lucene.analysis.LowerCaseTokenizer",2,5,0,3,4,1,2,1,1,2,9,0,0,0.8888889,0.6666667,1,1,3.5,"1","1","11","0",1,0.5,FALSE
"11670","lucene","2.2","org.apache.lucene.search.spans.SpanQuery",5,2,5,17,7,10,12,6,4,2,14,0,0,0.75,0.46666667,1,1,1.8,"1","1","11","0",1,0.8,FALSE
"11671","lucene","2.2","org.apache.lucene.search.FieldSortedHitQueue",14,2,0,17,47,73,2,16,4,0.8269231,361,0.75,3,0.47826087,0.25641027,1,3,24.5,"4","4","96","2",7,1.3571428,TRUE
"11672","lucene","2.2","org.apache.lucene.search.BooleanQuery$BooleanWeight",7,1,0,12,48,0,1,12,7,0.33333334,407,1,2,0,0.30952382,0,0,56.714287,NA,"0",NA,"0",2,1,FALSE
"11673","lucene","2.2","org.apache.lucene.search.function.FieldCacheSource",8,2,4,8,12,8,4,4,8,0.5,68,1,1,0.41666666,0.3125,2,2,7.25,"1","1","105","0",5,1.375,TRUE
"11674","lucene","2.2","org.apache.lucene.search.RangeFilter",7,2,0,6,30,1,1,5,7,0,373,1,0,0.14285715,0.31428573,1,1,51.57143,"1","1","11","0",12,3.5714285,TRUE
"11675","lucene","2.2","org.apache.lucene.search.SloppyPhraseScorer$1",2,1,0,2,3,1,1,2,1,1,17,1,1,0,0.6666667,0,0,7,NA,"0",NA,"0",1,0.5,FALSE
"11676","lucene","2.2","org.apache.lucene.store.RAMOutputStream",13,2,0,4,25,0,2,2,10,0.52380955,292,0.85714287,1,0.56,0.20879121,1,3,20.923077,"6","3","141","4",2,1,TRUE
"11677","lucene","2.2","org.apache.lucene.analysis.WhitespaceTokenizer",2,4,0,2,4,1,1,1,1,2,13,0,0,0.875,0.6666667,1,1,5.5,"1","1","11","0",2,1,FALSE
"11678","lucene","2.2","org.apache.lucene.search.FuzzyQuery$ScoreTermQueue",2,2,0,4,5,1,1,3,1,2,40,0,0,0.9166667,0.6666667,1,3,19,NA,"0",NA,"0",4,2,FALSE
"11679","lucene","2.2","org.apache.lucene.analysis.standard.Token",3,1,0,3,4,3,3,0,3,1.4375,23,0,2,0,0.5,0,0,4,"0","0",NA,"0",2,1,FALSE
"11680","lucene","2.2","org.apache.lucene.search.FilterManager$FilterCleaner",2,1,0,2,15,0,2,2,2,0,109,1,1,0,0.75,0,0,52,NA,"0",NA,"0",5,2.5,FALSE
"11681","lucene","2.2","org.apache.lucene.document.FieldSelector",1,1,0,18,1,0,17,1,1,2,1,0,0,0,1,0,0,0,"3","1","47","0",1,1,FALSE
"11682","lucene","2.2","org.apache.lucene.analysis.Analyzer",3,1,6,13,4,3,12,1,3,2,8,0,0,0,0.6666667,0,0,1.6666666,"2","2","21","0",1,0.6666667,TRUE
"11683","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$4",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"11684","lucene","2.2","org.apache.lucene.search.FieldSortedHitQueue$4",4,1,0,4,5,0,1,3,3,0.33333334,50,1,1,0,0.5833333,0,0,11.25,NA,"0",NA,"0",3,1.25,FALSE
"11685","lucene","2.2","org.apache.lucene.document.SetBasedFieldSelector",2,1,0,2,4,0,0,2,2,0,33,1,0,0,0.6666667,0,0,14.5,"2","1","72","0",3,1.5,FALSE
"11686","lucene","2.2","org.apache.lucene.index.SegmentMerger$1",2,1,0,3,3,1,1,3,1,1,11,1,1,0,0.6666667,0,0,4,NA,"0",NA,"0",1,0.5,FALSE
"11687","lucene","2.2","org.apache.lucene.analysis.standard.StandardTokenizerTokenManager",22,1,0,5,38,153,1,4,7,0.8503401,3785,0.114285715,1,0,0.3809524,0,0,169.45454,"2","1","76","1",236,14.045455,FALSE
"11688","lucene","2.2","org.apache.lucene.queryParser.QueryParser$JJCalls",1,1,0,2,2,0,1,1,0,2,8,0,2,0,1,0,0,3,NA,"0",NA,"0",0,0,FALSE
"11689","lucene","2.2","org.apache.lucene.search.Query",13,1,15,51,39,72,48,7,12,0.8333333,249,1,0,0,0.23076923,0,0,18.076923,"1","1","11","0",9,1.8461539,FALSE
"11690","lucene","2.2","org.apache.lucene.store.FSDirectory",28,2,1,16,89,86,6,10,23,0.84444445,1021,0.8,0,0.39534885,0.2654321,1,7,35.107143,"20","4","929","14",2,1,TRUE
"11691","lucene","2.2","org.apache.lucene.search.function.OrdFieldSource",7,2,0,6,21,0,1,6,5,0.6666667,92,0.6666667,0,0.5,0.375,2,2,11.714286,"1","1","103","0",3,1,TRUE
"11692","lucene","2.2","org.apache.lucene.index.CompoundFileReader$CSIndexInput",6,3,0,3,11,9,1,2,2,0.53333336,77,0,1,0.8666667,0.46666667,2,6,11.333333,NA,"0",NA,"0",1,0.6666667,FALSE
"11693","lucene","2.2","org.apache.lucene.index.ParallelReader",27,2,0,16,84,193,3,16,21,0.82417583,558,1,0,0.6976744,0.16835018,1,9,19.407408,"8","5","179","6",2,1.037037,TRUE
"11694","lucene","2.2","org.apache.lucene.analysis.KeywordTokenizer",3,3,0,3,10,1,1,2,3,0.5,63,1,0,0.8,0.6666667,0,0,19,"1","1","11","0",1,0.33333334,TRUE
"11695","lucene","2.2","org.apache.lucene.index.FieldsWriter",4,1,0,8,39,0,2,6,0,0.8888889,235,0.5,3,0,0.375,0,0,56.25,"2","1","43","2",2,1,TRUE
"11696","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$7",2,2,0,8,17,1,1,8,0,1,78,1,1,0.6666667,0.625,1,1,37.5,NA,"0",NA,"0",1,0.5,FALSE
"11697","lucene","2.2","org.apache.lucene.index.FilterIndexReader$FilterTermPositions",5,2,0,3,10,0,0,3,5,2,31,0,0,0.6666667,0.4,0,0,5.2,NA,"0",NA,"0",1,0.8,FALSE
"11698","lucene","2.2","org.apache.lucene.index.Posting",1,1,0,4,2,0,1,3,0,2,54,0,3,0,1,0,0,48,"0","0",NA,"0",0,0,TRUE
"11699","lucene","2.2","org.apache.lucene.search.ScoreDocComparator",4,1,0,12,6,6,11,3,3,1,15,0,2,0,0.8333333,0,0,2.25,"3","3","38","0",1,0.75,TRUE
"11700","lucene","2.2","org.apache.lucene.search.function.FloatFieldSource",7,3,0,7,22,9,2,6,6,0.7777778,122,0.33333334,1,0.7058824,0.33333334,2,3,16,"1","1","102","0",6,1.7142857,TRUE
"11701","lucene","2.2","org.apache.lucene.search.function.FieldScoreQuery",2,3,0,7,12,1,0,7,1,2,52,0,0,0.94736844,0.8333333,0,0,25,"1","1","127","0",5,2.5,FALSE
"11702","lucene","2.2","org.apache.lucene.search.Similarity",17,1,2,49,26,124,47,4,16,0.875,94,1,1,0,0.175,0,0,4.4117646,"7","4","391","3",1,0.88235295,TRUE
"11703","lucene","2.2","org.apache.lucene.search.FieldCache$ByteParser",1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,NA,"0",NA,"0",1,1,FALSE
"11704","lucene","2.2","org.apache.lucene.util.Parameter",6,1,5,5,18,5,5,0,1,0.6,88,0.5,0,0,0.7,0,0,13.333333,"1","1","11","0",1,0.5,FALSE
"11705","lucene","2.2","org.apache.lucene.search.payloads.BoostingTermQuery$BoostingTermWeight$BoostingSpanScorer",5,3,0,8,24,0,1,8,3,0.5,185,0.8,2,0.7777778,0.34285715,2,6,35,NA,"0",NA,"0",1,0.8,FALSE
"11706","lucene","2.2","org.apache.lucene.queryParser.QueryParser$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"11707","lucene","2.2","org.apache.lucene.search.FieldSortedHitQueue$3",4,1,0,3,6,0,1,2,3,0.33333334,48,1,0,0,0.5833333,0,0,10.75,NA,"0",NA,"0",3,1.25,FALSE
"11708","lucene","2.2","org.apache.lucene.search.PhraseQuery$PhraseWeight",8,1,0,12,38,0,1,12,8,0.6904762,437,1,2,0,0.29166666,0,0,52.875,NA,"0",NA,"0",1,0.875,FALSE
"11709","lucene","2.2","org.apache.lucene.index.SegmentTermPositionVector",4,2,0,4,5,0,1,3,3,0.6666667,65,0.6666667,1,0.7777778,0.47619048,0,0,14.5,"2","2","13","1",4,2,FALSE
"11710","lucene","2.2","org.apache.lucene.index.Payload",7,1,0,3,12,1,3,0,6,0.2777778,103,1,0,0,0.61904764,0,0,13.285714,"3","1","133","0",3,1,TRUE
"11711","lucene","2.2","org.apache.lucene.analysis.standard.StandardTokenizer",15,3,0,9,29,15,1,8,11,0.6,524,0.7,3,0.26666668,0.2857143,1,1,33.266666,"0","0",NA,"0",10,1.7333333,TRUE
"11712","lucene","2.2","org.apache.lucene.analysis.Token",13,1,0,15,22,24,14,1,13,0.75,177,0.16666667,1,0,0.3846154,1,1,12.153846,"5","3","126","2",3,1.0769231,TRUE
"11713","lucene","2.2","org.apache.lucene.store.FSDirectory$FSIndexInput",8,3,0,3,18,6,1,2,5,0.5714286,119,0.5,1,0.8125,0.35,2,8,13.625,NA,"0",NA,"0",1,0.75,FALSE
"11714","lucene","2.2","org.apache.lucene.analysis.StopFilter",7,3,0,5,13,15,2,3,7,0.33333334,106,1,0,0.5714286,0.51428574,0,0,13.857142,"1","1","11","0",3,0.71428573,TRUE
"11715","lucene","2.2","org.apache.lucene.search.MultiSearcher$CachedDfSource",12,2,0,14,22,62,1,13,12,0.8636364,107,1,0,0.6666667,0.22916667,1,3,7.75,NA,"0",NA,"0",2,1,FALSE
"11716","lucene","2.2","org.apache.lucene.store.Lock",6,1,4,15,17,13,14,1,5,0.9,89,0.5,0,0,0.6,0,0,13.5,"3","2","44","2",1,0.6666667,TRUE
"11717","lucene","2.2","org.apache.lucene.index.FieldInfo",1,1,0,8,2,0,8,0,0,2,36,0,0,0,1,0,0,27,"2","2","17","1",0,0,TRUE
"11718","lucene","2.2","org.apache.lucene.analysis.ISOLatin1AccentFilter",3,3,0,3,13,3,0,3,3,2,170,0,0,0.6666667,0.44444445,0,0,55.666668,"2","1","18","1",3,1.3333334,TRUE
"11719","lucene","2.2","org.apache.lucene.search.SortComparator$1",4,1,0,3,6,0,1,3,3,0.6666667,35,1,1,0,0.5,0,0,7.25,NA,"0",NA,"0",1,0.75,FALSE
"11720","lucene","2.2","org.apache.lucene.search.BooleanScorer2$1",2,3,0,3,6,0,2,3,1,0,36,1,1,0.94736844,0.625,2,4,16,NA,"0",NA,"0",1,0.5,FALSE
"11721","lucene","2.2","org.apache.lucene.search.PhraseQueue",2,2,0,5,4,1,3,2,0,2,51,0,0,0.9166667,0.6666667,1,3,24.5,"2","2","18","1",6,3,FALSE
"11722","lucene","2.2","org.apache.lucene.analysis.TokenStream",4,1,2,24,5,6,23,1,4,2,9,0,0,0,1,0,0,1.25,"2","2","20","1",1,0.75,TRUE
"11723","lucene","2.2","org.apache.lucene.index.TermDocs",8,1,0,27,8,28,25,2,8,2,8,0,0,0,0.3,0,0,0,"1","1","11","0",1,1,FALSE
"11724","lucene","2.2","org.apache.lucene.search.payloads.BoostingTermQuery$BoostingTermWeight",2,2,0,11,7,1,2,11,2,1,29,1,1,0.85714287,0.625,1,1,13,NA,"0",NA,"0",1,0.5,FALSE
"11725","lucene","2.2","org.apache.lucene.store.RAMInputStream",8,2,0,3,13,0,1,2,7,0.5,204,0.875,1,0.6666667,0.3,1,4,23.5,"4","3","105","2",2,1,TRUE
"11726","lucene","2.2","org.apache.lucene.search.ExactPhraseScorer",2,3,0,8,9,1,2,6,0,2,64,0,0,0.95238096,0.5833333,1,1,31,"2","2","28","1",1,0.5,FALSE
"11727","lucene","2.2","org.apache.lucene.util.ScorerDocQueue",16,1,0,3,24,0,2,2,12,0.38333333,361,1,2,0,0.328125,0,0,21.3125,"2","1","225","0",7,1.75,FALSE
"11728","lucene","2.2","org.apache.lucene.store.IndexOutput",15,1,2,19,18,105,19,0,15,2,196,0,0,0,0.31111112,0,0,12.066667,"2","2","23","1",1,0.93333334,TRUE
"11729","lucene","2.2","org.apache.lucene.index.SegmentMergeInfo",5,1,0,7,14,0,3,4,0,0.75,108,0.33333334,4,0,0.4,0,0,19.4,"1","1","11","0",5,1.6,FALSE
"11730","lucene","2.2","org.apache.lucene.index.IndexDeletionPolicy",2,1,0,5,2,1,5,0,2,2,2,0,0,0,1,0,0,0,"2","2","127","0",1,1,TRUE
"11731","lucene","2.2","org.apache.lucene.search.BooleanScorer$Bucket",1,1,0,3,2,0,3,0,0,2,12,0,1,0,1,0,0,6,NA,"0",NA,"0",0,0,FALSE
"11732","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$5",2,2,0,8,17,1,1,8,0,1,78,1,1,0.6666667,0.625,1,1,37.5,NA,"0",NA,"0",1,0.5,FALSE
"11733","lucene","2.2","org.apache.lucene.store.NoLock",5,2,0,2,6,10,1,1,4,2,15,0,0,0.5,1,1,1,2,"0","0",NA,"0",1,0.8,FALSE
"11734","lucene","2.2","org.apache.lucene.search.FieldSortedHitQueue$1",2,2,0,6,14,1,1,6,0,2,71,0,0,0.6666667,0.6666667,1,1,34.5,NA,"0",NA,"0",1,0.5,FALSE
"11735","lucene","2.2","org.apache.lucene.store.SingleInstanceLock",5,2,0,2,12,0,1,1,5,0.125,82,0.5,0,0.5,0.46666667,1,1,15,"0","0",NA,"0",1,0.8,FALSE
"11736","lucene","2.2","org.apache.lucene.search.function.FieldScoreQuery$Type",3,1,0,1,9,1,1,0,1,0.8,49,0.2,4,0,0.75,0,0,13.666667,NA,"0",NA,"0",1,0.33333334,FALSE
"11737","lucene","2.2","org.apache.lucene.index.MultipleTermPositions$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"11738","lucene","2.2","org.apache.lucene.search.QueryWrapperFilter",5,2,0,7,17,0,2,6,5,0,62,1,1,0.2,0.4,1,1,11.2,"1","1","71","0",2,1,TRUE
"11739","lucene","2.2","org.apache.lucene.search.BooleanClause$Occur",3,2,0,12,4,1,11,1,1,0.6666667,38,0,3,0.75,0.75,0,0,10.666667,NA,"0",NA,"0",3,1,FALSE
"11740","lucene","2.2","org.apache.lucene.search.MultiSearcher",16,2,1,22,53,0,2,21,14,0.46666667,577,1,1,0.5945946,0.23125,1,5,34.875,"4","4","41","3",6,1.25,FALSE
"11741","lucene","2.2","org.apache.lucene.index.IndexWriter$Num",3,1,0,1,4,0,1,0,0,0,17,1,0,0,0.8333333,0,0,4.3333335,NA,"0",NA,"0",1,0.6666667,FALSE
"11742","lucene","2.2","org.apache.lucene.search.function.IntFieldSource$1",5,2,0,2,12,0,1,2,3,0.375,46,1,1,0.75,0.55,1,6,7.8,NA,"0",NA,"0",1,0.8,FALSE
"11743","lucene","2.2","org.apache.lucene.search.QueryTermVector",10,1,0,4,37,0,0,4,9,0.3888889,280,1,0,0,0.34,0,0,26.8,"1","1","11","0",5,1.6,TRUE
"11744","lucene","2.2","org.apache.lucene.search.WildcardTermEnum",6,3,0,5,20,5,1,4,5,0.825,247,0,1,0.7222222,0.33333334,1,4,38.833332,"1","1","11","0",16,3.6666667,FALSE
"11745","lucene","2.2","org.apache.lucene.index.SegmentInfos$2",2,2,0,5,16,1,1,5,0,2,68,0,0,0.6666667,0.6666667,0,0,33,NA,"0",NA,"0",1,0.5,FALSE
"11746","lucene","2.2","org.apache.lucene.index.FilterIndexReader",24,2,0,11,50,0,0,11,19,0,171,1,1,0.72289157,0.19907407,1,8,6.0833335,"6","4","115","4",1,0.9583333,TRUE
"11747","lucene","2.2","org.apache.lucene.index.IndexReader$2",2,2,0,3,5,1,1,2,1,2,14,0,0,0.6666667,0.6666667,0,0,6,NA,"0",NA,"0",1,0.5,FALSE
"11748","lucene","2.2","org.apache.lucene.index.TermVectorsWriter",15,1,0,13,54,41,2,11,10,0.8047619,675,0.53333336,5,0,0.23703703,0,0,43,"2","2","15","0",3,1.2,TRUE
"11749","lucene","2.2","org.apache.lucene.search.MultiSearcherThread",6,2,0,12,12,1,1,11,6,0.64,173,1,6,0.92156863,0.35,0,0,26.166666,"0","0",NA,"0",6,1.5,FALSE
"11750","lucene","2.2","org.apache.lucene.index.DocumentWriter",11,1,0,20,102,1,1,20,0,0.73333335,1192,1,5,0,0.22727273,0,0,106,"10","6","441","6",10,2.3636363,FALSE
"11751","lucene","2.2","org.apache.lucene.index.TermPositionVector",2,1,0,4,2,1,2,2,2,2,2,0,0,0,1,0,0,0,"1","1","11","0",1,1,FALSE
"11752","lucene","2.2","org.apache.lucene.index.SegmentInfos$FindSegmentsFile",4,1,5,10,26,2,5,5,3,0.6666667,395,0,1,0,0.4375,0,0,97.25,NA,"0",NA,"0",1,0.5,FALSE
"11753","lucene","2.2","org.apache.lucene.queryParser.MultiFieldQueryParser",11,2,0,9,31,23,0,9,5,0.55,410,1,0,0.8695652,0.3131313,1,5,36.090908,"3","2","73","1",1,0.8181818,TRUE
"11754","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$2",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"11755","lucene","2.2","org.apache.lucene.document.FieldSelectorResult",4,1,0,7,6,0,7,0,2,0.875,83,0.125,7,0,0.5555556,1,1,17.75,"7","3","132","0",5,1.5,FALSE
"11756","lucene","2.2","org.apache.lucene.store.SingleInstanceLockFactory",3,2,0,4,8,0,1,3,3,0,43,1,0,0.6666667,0.8333333,0,0,13,"3","2","100","0",1,0.6666667,TRUE
"11757","lucene","2.2","org.apache.lucene.search.spans.NearSpansOrdered$1",2,1,0,2,4,1,1,2,1,1,17,1,1,0,0.6666667,0,0,7,NA,"0",NA,"0",1,0.5,FALSE
"11758","lucene","2.2","org.apache.lucene.search.spans.NearSpansUnordered$SpansCell",10,1,0,3,26,0,2,2,7,0.6666667,139,1,3,0,0.25,0,0,12.4,NA,"0",NA,"0",7,1.5,FALSE
"11759","lucene","2.2","org.apache.lucene.analysis.PorterStemmer",27,1,0,1,43,13,1,0,13,0.60096157,1174,1,0,0,0.25308642,0,0,42.185184,"1","1","11","0",26,5.740741,TRUE
"11760","lucene","2.2","org.apache.lucene.document.Document",17,1,0,24,39,0,22,2,17,0.5,415,0.5,0,0,0.42647058,0,0,23.294117,"4","3","131","1",5,2.5882354,TRUE
"11761","lucene","2.2","org.apache.lucene.index.IndexFileDeleter$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"11762","lucene","2.2","org.apache.lucene.search.FuzzyQuery$ScoreTerm",1,1,0,3,2,0,2,1,1,2,12,0,1,0,1,0,0,9,NA,"0",NA,"0",0,0,FALSE
"11763","lucene","2.2","org.apache.lucene.search.spans.SpanOrQuery",11,3,0,8,42,0,3,6,10,0.45,286,1,0,0.61538464,0.22077923,2,2,24.818182,"3","2","88","1",7,1.7272727,FALSE
"11764","lucene","2.2","org.apache.lucene.store.SimpleFSLockFactory",6,2,0,4,17,3,1,3,4,0.2,102,1,0,0.5714286,0.6111111,0,0,15.833333,"6","2","238","0",2,0.6666667,TRUE
"11765","lucene","2.2","org.apache.lucene.search.TopDocCollector",5,2,1,7,13,0,2,5,4,0.4375,110,0.5,1,0.25,0.5,0,0,20.2,"1","1","11","0",4,1.6,TRUE
