"","Project","Version","Class","wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","nr","ndc","nml","ndpv","max.cc.","avg.cc.","isBuggy"
"12007","lucene","2.4","org.apache.lucene.analysis.LetterTokenizer",2,4,1,2,4,1,1,1,1,2,9,0,0,0.9230769,0.6666667,1,1,3.5,"0","0",NA,"0",1,0.5,FALSE
"12008","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$11",2,2,0,6,20,0,1,6,0,0,105,1,1,0.6666667,0.625,1,1,51,NA,"0",NA,"0",1,0.5,FALSE
"12009","lucene","2.4","org.apache.lucene.util.OpenBitSetIterator",7,2,0,2,10,5,1,2,5,0.5833333,1311,1,0,0.42857143,0.41666666,0,0,185.14285,"1","1","173","0",5,2.142857,TRUE
"12010","lucene","2.4","org.apache.lucene.util.UnicodeUtil$UTF8Result",2,1,0,8,4,0,8,0,2,0.5,38,0,0,0,0.75,0,0,17,NA,"0",NA,"0",2,1,FALSE
"12011","lucene","2.4","org.apache.lucene.index.MultiSegmentReader$MultiTermDocs",11,1,1,7,21,1,3,4,9,0.51428574,258,1,4,0,0.24675325,0,0,21.818182,NA,"0",NA,"0",1,0.90909094,FALSE
"12012","lucene","2.4","org.apache.lucene.search.PrefixFilter$2",2,2,0,4,4,0,1,4,1,0.5,20,1,2,0.5,0.6,1,1,8,NA,"0",NA,"0",1,0.5,FALSE
"12013","lucene","2.4","org.apache.lucene.search.payloads.PayloadSpanUtil",4,1,0,15,36,4,0,15,2,0.33333334,356,1,1,0,0.5,0,0,87.75,"2","2","192","0",1,0.75,TRUE
"12014","lucene","2.4","org.apache.lucene.search.spans.SpanWeight",7,1,1,13,46,0,2,12,7,0.6904762,357,1,2,0,0.30952382,0,0,49,"0","0",NA,"0",1,0.85714287,TRUE
"12015","lucene","2.4","org.apache.lucene.index.InvertedDocEndConsumer",6,1,1,7,7,15,4,4,0,2,9,0,0,0,0.36666667,0,0,0.5,"1","1","29","0",1,0.8333333,FALSE
"12016","lucene","2.4","org.apache.lucene.index.DocumentsWriter$DocWriter",5,1,4,17,6,10,17,0,0,1.125,14,0,1,0,0.6,0,0,1.4,NA,"0",NA,"0",1,0.8,FALSE
"12017","lucene","2.4","org.apache.lucene.index.FreqProxTermsWriter",13,2,0,24,64,72,1,24,2,0.8666667,856,0.2,2,0.3888889,0.15555556,1,1,64.46154,"2","1","466","0",4,1.1538461,TRUE
"12018","lucene","2.4","org.apache.lucene.search.TimeLimitedCollector$1",0,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"12019","lucene","2.4","org.apache.lucene.index.DocFieldConsumersPerThread",7,2,0,9,19,0,2,9,5,0.6944444,146,0,4,0.44444445,0.2777778,0,0,19,"1","1","71","0",3,1,FALSE
"12020","lucene","2.4","org.apache.lucene.search.CachingWrapperFilter",6,2,1,4,18,0,1,3,6,0.4,162,1,1,0.2857143,0.41666666,2,2,25.666666,"1","1","25","1",2,1,TRUE
"12021","lucene","2.4","org.apache.lucene.search.MultiSearcher$CachedDfSource",12,2,0,14,22,62,1,13,12,0.8636364,107,1,0,0.6764706,0.22916667,1,3,7.75,NA,"0",NA,"0",2,1,FALSE
"12022","lucene","2.4","org.apache.lucene.search.DisjunctionMaxQuery$DisjunctionMaxWeight",7,1,0,10,35,0,1,10,7,0.3888889,257,1,2,0,0.30952382,0,0,35.285713,NA,"0",NA,"0",2,1,FALSE
"12023","lucene","2.4","org.apache.lucene.index.TermsHashConsumerPerThread",5,1,2,11,6,10,8,4,2,2,8,0,0,0,0.46666667,0,0,0.6,"1","1","27","0",1,0.8,FALSE
"12024","lucene","2.4","org.apache.lucene.store.NativeFSLockFactory",7,2,0,5,27,9,2,3,4,0.33333334,186,1,0,0.5,0.5714286,0,0,25.428572,"2","1","75","2",2,0.71428573,TRUE
"12025","lucene","2.4","org.apache.lucene.search.BooleanScorer$Bucket",1,1,0,3,2,0,3,0,0,2,12,0,1,0,1,0,0,6,NA,"0",NA,"0",0,0,FALSE
"12026","lucene","2.4","org.apache.lucene.search.TimeLimitedCollector$TimeExceededException",5,4,0,2,10,4,1,1,3,0.5,49,1,0,0.8125,0.5,0,0,8.2,NA,"0",NA,"0",1,0.6,FALSE
"12027","lucene","2.4","org.apache.lucene.index.SegmentMerger$1",2,1,0,3,3,1,1,3,1,1,11,1,1,0,0.6666667,0,0,4,NA,"0",NA,"0",1,0.5,FALSE
"12028","lucene","2.4","org.apache.lucene.document.DateTools$Resolution",4,1,0,2,5,4,2,0,1,0.9166667,60,0.125,7,0,0.6666667,0,0,12,NA,"0",NA,"0",1,0.25,FALSE
"12029","lucene","2.4","org.apache.lucene.search.BooleanQuery$1",2,3,0,3,3,1,1,3,1,1,12,1,1,0.95652175,0.625,1,1,4.5,NA,"0",NA,"0",1,0.5,FALSE
"12030","lucene","2.4","org.apache.lucene.index.FreqProxTermsWriterPerField",13,2,0,13,25,46,3,11,3,0.8333333,364,0,5,0.3529412,0.1969697,0,0,26.307692,"2","1","186","0",14,2.4615386,FALSE
"12031","lucene","2.4","org.apache.lucene.search.Hits",12,1,0,15,34,26,3,14,5,0.6753247,480,0.9285714,6,0,0.32142857,0,0,37.833332,"2","2","73","2",4,1.1666666,TRUE
"12032","lucene","2.4","org.apache.lucene.search.payloads.BoostingTermQuery$BoostingTermWeight$BoostingSpanScorer",5,4,0,11,31,0,1,11,3,0.4,205,0.8,2,0.7777778,0.34285715,2,6,39,NA,"0",NA,"0",1,0.8,FALSE
"12033","lucene","2.4","org.apache.lucene.index.MergePolicy$MergeException",5,4,0,3,7,4,2,1,5,0.5,31,1,1,0.9285714,0.55,0,0,5,NA,"0",NA,"0",1,0.2,FALSE
"12034","lucene","2.4","org.apache.lucene.search.ExtendedFieldCacheImpl$1",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"12035","lucene","2.4","org.apache.lucene.index.TermBuffer",10,1,0,7,30,0,1,6,6,0.5740741,303,1,3,0,0.22857143,0,0,28.7,"1","1","93","0",4,1.6,FALSE
"12036","lucene","2.4","org.apache.lucene.search.FilteredQuery",9,2,0,10,26,0,3,8,8,0.3125,143,0,2,0.6,0.22222222,2,4,14.666667,"2","2","73","2",5,1.3333334,TRUE
"12037","lucene","2.4","org.apache.lucene.index.TermsHashConsumer",8,1,2,9,9,28,5,5,0,1,16,0,1,0,0.26785713,0,0,0.875,"2","1","40","0",1,0.875,FALSE
"12038","lucene","2.4","org.apache.lucene.analysis.CharTokenizer",7,3,2,4,21,13,2,2,3,0.875,185,0.75,0,0.5833333,0.36666667,1,2,24.285715,"3","2","63","2",1,0.71428573,TRUE
"12039","lucene","2.4","org.apache.lucene.search.FilterManager$FilterCleaner$1",2,1,0,3,5,1,1,3,1,1,52,1,2,0,0.625,0,0,24,NA,"0",NA,"0",5,2.5,FALSE
"12040","lucene","2.4","org.apache.lucene.search.RemoteCachingWrapperFilter",3,2,0,4,8,0,0,4,3,0,28,1,1,0.5,0.6666667,1,1,8,"3","2","13","2",1,0.6666667,TRUE
"12041","lucene","2.4","org.apache.lucene.store.MMapDirectory$MMapIndexInput",9,2,0,3,19,4,1,2,7,0.5,70,1,0,0.7083333,0.2777778,1,5,6.5555553,NA,"0",NA,"0",1,0.7777778,FALSE
"12042","lucene","2.4","org.apache.lucene.document.MapFieldSelector",4,1,0,2,10,0,0,2,4,0,83,0,0,0,0.4,0,0,19.5,"2","2","1","1",2,0.5,FALSE
"12043","lucene","2.4","org.apache.lucene.index.MergePolicy$OneMerge",7,1,0,15,17,11,11,4,1,1,121,0,3,0,0.34285715,0,0,14.428572,NA,"0",NA,"0",5,1.4285715,FALSE
"12044","lucene","2.4","org.apache.lucene.util.UnicodeUtil$UTF16Result",3,1,0,3,5,0,3,0,3,0.5,58,0,0,0,0.5555556,0,0,17.333334,NA,"0",NA,"0",2,1,FALSE
"12045","lucene","2.4","org.apache.lucene.index.FreqProxTermsWriterPerThread",5,2,0,10,7,10,3,8,3,1,28,0,2,0.5,0.4,0,0,4.2,"1","1","41","0",1,0.8,FALSE
"12046","lucene","2.4","org.apache.lucene.index.SegmentInfos",38,4,0,30,97,553,22,10,28,0.9379968,729,0.4117647,1,0.6869565,0.16216215,1,2,17.736841,"12","2","521","8",6,1.2894737,TRUE
"12047","lucene","2.4","org.apache.lucene.store.NIOFSDirectory",3,3,0,3,11,3,1,3,2,1.5,30,0,0,0.9583333,0.5555556,1,1,8.666667,"1","1","120","0",1,0.6666667,TRUE
"12048","lucene","2.4","org.apache.lucene.search.MultiSearcher",16,2,1,22,53,0,2,21,14,0.46666667,577,1,1,0.6052632,0.23125,1,5,34.875,"0","0",NA,"0",6,1.25,TRUE
"12049","lucene","2.4","org.apache.lucene.store.ChecksumIndexInput",8,2,0,2,19,0,1,1,8,0.42857143,65,0,1,0.7083333,0.3,1,4,6.875,"1","1","67","0",1,0.875,FALSE
"12050","lucene","2.4","org.apache.lucene.search.ConstantScoreRangeQuery",11,2,0,6,27,0,1,5,11,0.45,348,1,0,0.5714286,0.28787878,2,3,30.09091,"2","1","21","1",15,3.090909,TRUE
"12051","lucene","2.4","org.apache.lucene.index.IndexFileDeleter$CommitPoint",10,2,0,5,23,27,1,4,10,0.8888889,149,0,1,0.55,0.28,1,4,13,NA,"0",NA,"0",3,1.2,FALSE
"12052","lucene","2.4","org.apache.lucene.search.spans.SpanOrQuery$SpanQueue",2,2,0,4,7,1,1,3,1,1,55,1,1,0.9230769,0.625,1,3,26,NA,"0",NA,"0",6,3,FALSE
"12053","lucene","2.4","org.apache.lucene.store.FSDirectory$FSIndexOutput",6,3,0,2,15,0,1,1,6,0.4,80,0.5,0,0.83870965,0.36666667,1,2,12,NA,"0",NA,"0",1,0.8333333,FALSE
"12054","lucene","2.4","org.apache.lucene.document.Field$Store",2,2,0,5,3,1,4,1,0,1,25,0,3,1,1,0,0,10,NA,"0",NA,"0",0,0,FALSE
"12055","lucene","2.4","org.apache.lucene.index.IndexFileDeleter$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"12056","lucene","2.4","org.apache.lucene.index.CheckIndex",13,1,0,15,96,60,0,15,8,0.7638889,1498,0.5,1,0,0.1875,0,0,113.76923,"14","2","1291","0",3,1.0769231,TRUE
"12057","lucene","2.4","org.apache.lucene.search.BooleanScorer2$2",2,4,0,4,6,0,1,4,1,0,40,1,1,0.9375,0.6,2,2,17.5,NA,"0",NA,"0",1,0.5,FALSE
"12058","lucene","2.4","org.apache.lucene.store.NIOFSDirectory$NIOFSIndexInput",5,4,0,3,21,0,1,3,2,0.8,153,0.6,0,0.925,0.5625,1,2,28.6,NA,"0",NA,"0",1,0.6,FALSE
"12059","lucene","2.4","org.apache.lucene.search.ReqExclScorer",7,3,0,4,16,0,1,3,6,0.33333334,179,1,2,0.5714286,0.47619048,1,3,24.142857,"0","0",NA,"0",1,0.85714287,TRUE
"12060","lucene","2.4","org.apache.lucene.index.TermInfosReader$ThreadResources",2,1,0,4,3,1,1,3,0,2,10,0,2,0,0.75,0,0,3,NA,"0",NA,"0",0,0,FALSE
"12061","lucene","2.4","org.apache.lucene.search.FieldCache$FloatParser",1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,NA,"0",NA,"0",1,1,FALSE
"12062","lucene","2.4","org.apache.lucene.search.RangeQuery",12,2,0,9,39,0,1,8,11,0.45454547,480,1,2,0.54545456,0.22916667,2,2,38.666668,"2","2","131","2",13,2.6666667,TRUE
"12063","lucene","2.4","org.apache.lucene.search.function.ValueSourceQuery",7,2,1,11,20,9,5,7,6,0.5,74,0,1,0.6666667,0.26530612,2,3,9.428572,"2","2","10","1",4,1.2857143,TRUE
"12064","lucene","2.4","org.apache.lucene.index.IndexFileNames",4,1,0,5,10,4,5,0,0,1.2435898,298,0,0,0,0.44444445,0,0,67,"5","3","112","3",4,1.75,FALSE
"12065","lucene","2.4","org.apache.lucene.search.SortComparatorSource",1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,"1","1","2","0",1,1,TRUE
"12066","lucene","2.4","org.apache.lucene.search.SpanFilter",2,2,2,5,3,1,2,3,2,2,5,0,0,0.6666667,0.75,0,0,1.5,"2","2","40","0",1,0.5,FALSE
"12067","lucene","2.4","org.apache.lucene.index.FilterIndexReader$FilterTermPositions",5,2,0,3,10,0,0,3,5,2,31,0,0,0.6666667,0.4,0,0,5.2,NA,"0",NA,"0",1,0.8,FALSE
"12068","lucene","2.4","org.apache.lucene.index.FilterIndexReader$FilterTermDocs",9,1,1,4,18,0,1,3,9,0,53,1,1,0,0.25925925,0,0,4.7777777,NA,"0",NA,"0",1,0.8888889,FALSE
"12069","lucene","2.4","org.apache.lucene.search.function.OrdFieldSource$1",5,2,0,2,14,0,1,2,3,0.5,46,1,1,0.75,0.5,1,7,7.8,NA,"0",NA,"0",1,0.8,FALSE
"12070","lucene","2.4","org.apache.lucene.index.MultiLevelSkipListReader",10,1,1,4,22,0,1,3,1,0.6111111,481,1,1,0,0.5,0,0,45.7,"2","1","4","1",2,1,FALSE
"12071","lucene","2.4","org.apache.lucene.index.FieldReaderException",4,4,0,1,8,6,1,0,4,2,20,0,0,1,0.6666667,0,0,4,"1","1","0","0",0,0,FALSE
"12072","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$CreationPlaceholder",1,1,0,1,2,0,1,0,0,2,5,0,0,0,1,0,0,3,NA,"0",NA,"0",0,0,FALSE
"12073","lucene","2.4","org.apache.lucene.search.SloppyPhraseScorer",5,4,0,8,20,0,2,6,0,0.625,389,1,2,0.8333333,0.325,1,1,76,"1","1","69","1",5,2,TRUE
"12074","lucene","2.4","org.apache.lucene.analysis.StopAnalyzer",8,2,0,9,18,0,2,8,7,0.5,228,0.5,0,0.71428573,0.35714287,1,2,27.25,"1","1","17","0",1,0.25,TRUE
"12075","lucene","2.4","org.apache.lucene.index.DocFieldProcessor",6,2,0,10,25,0,2,10,6,0.6666667,91,0,3,0.5,0.33333334,0,0,13.666667,"1","1","80","0",1,0.8333333,TRUE
"12076","lucene","2.4","org.apache.lucene.index.ParallelArrayTermVectorMapper",4,2,0,6,7,0,1,5,3,0.45833334,123,1,1,0.625,0.45833334,0,0,27.75,"0","0",NA,"0",5,2.75,FALSE
"12077","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$5",2,2,0,8,17,1,1,8,0,1,77,1,1,0.6666667,0.625,1,1,37,NA,"0",NA,"0",1,0.5,FALSE
"12078","lucene","2.4","org.apache.lucene.search.Searcher",24,1,3,41,29,270,30,14,23,0.9130435,138,1,1,0,0.275,0,0,4.7083335,"5","2","48","4",1,0.9583333,TRUE
"12079","lucene","2.4","org.apache.lucene.index.ReusableStringReader",5,2,0,2,8,8,2,0,3,0.5,90,0,0,0.71428573,0.45,1,2,16.4,"1","1","54","0",3,1.2,FALSE
"12080","lucene","2.4","org.apache.lucene.index.DocFieldConsumerPerField",3,1,3,11,4,3,10,1,0,2,6,0,0,0,0.5555556,0,0,1,"1","1","27","0",1,0.6666667,FALSE
"12081","lucene","2.4","org.apache.lucene.index.CompoundFileReader$CSIndexInput",7,3,0,3,15,3,1,2,3,0.3888889,91,0,1,0.8611111,0.42857143,2,6,11.571428,NA,"0",NA,"0",1,0.71428573,FALSE
"12082","lucene","2.4","org.apache.lucene.search.Hit",8,1,0,4,19,2,1,3,6,0.17857143,116,1,2,0,0.34375,0,0,13,"3","2","4","2",2,1,FALSE
"12083","lucene","2.4","org.apache.lucene.analysis.CharArraySet",20,3,0,2,29,100,2,1,12,0.67105263,569,1,0,0.53846157,0.23333333,2,11,27.25,"5","2","446","0",6,2.7,TRUE
"12084","lucene","2.4","org.apache.lucene.index.SegmentTermEnum",13,2,0,11,39,0,4,7,4,0.76111114,394,0.53333336,6,0.29411766,0.21153846,1,2,28.153847,"4","2","34","3",1,0.9230769,FALSE
"12085","lucene","2.4","org.apache.lucene.store.RAMFile",11,1,0,3,17,19,3,1,0,0.8333333,133,0.5,1,0,0.38636363,0,0,10.545455,"2","2","26","2",2,0.90909094,FALSE
"12086","lucene","2.4","org.apache.lucene.search.MultiTermQuery",7,2,2,10,27,1,2,8,6,0.33333334,136,1,1,0.6666667,0.34285715,2,3,18.285715,"0","0",NA,"0",5,1.5714285,TRUE
"12087","lucene","2.4","org.apache.lucene.search.RemoteSearchable_Stub",14,3,0,13,24,69,0,13,12,0.96336997,723,0.5714286,0,0.45454547,0.20512821,0,0,49.142857,"0","0",NA,"0",1,0.85714287,FALSE
"12088","lucene","2.4","org.apache.lucene.index.TermVectorEntryFreqSortedComparator",2,1,0,1,7,1,0,1,2,2,37,0,0,0,0.75,0,0,17.5,"1","1","42","0",3,1.5,FALSE
"12089","lucene","2.4","org.apache.lucene.index.IndexReader$2",2,2,0,3,5,0,1,2,1,0,18,1,1,0.6666667,0.6666667,1,1,7.5,NA,"0",NA,"0",1,0.5,FALSE
"12090","lucene","2.4","org.apache.lucene.store.FSDirectory$FSIndexInput",8,3,1,4,18,6,2,2,5,0.5714286,119,0.5,1,0.8378378,0.35,2,7,13.625,NA,"0",NA,"0",1,0.75,FALSE
"12091","lucene","2.4","org.apache.lucene.index.TermInfo",5,1,0,8,6,0,8,0,0,0.125,100,0,0,0,0.55,0,0,18.2,"0","0",NA,"0",1,0.4,FALSE
"12092","lucene","2.4","org.apache.lucene.search.HitDoc",1,1,0,2,2,0,1,1,0,2,18,0,3,0,1,0,0,12,"0","0",NA,"0",0,0,FALSE
"12093","lucene","2.4","org.apache.lucene.index.DocumentsWriter$ByteBlockAllocator",5,2,0,4,13,2,2,3,0,0.41666666,130,0.33333334,1,0.5,0.41666666,0,0,24.4,NA,"0",NA,"0",5,1.4,FALSE
"12094","lucene","2.4","org.apache.lucene.index.IntBlockPool",3,1,0,3,7,0,2,1,3,0.14285715,125,0.14285715,1,0,0.5555556,0,0,38.333332,"1","1","64","0",3,1.6666666,FALSE
"12095","lucene","2.4","org.apache.lucene.index.CheckIndex$Status$SegmentInfoStatus",1,1,0,1,2,0,1,0,1,2,21,0,0,0,1,0,0,6,NA,"0",NA,"0",0,0,FALSE
"12096","lucene","2.4","org.apache.lucene.search.ScoreDoc",1,1,1,23,2,0,23,0,1,2,12,0,0,0,1,0,0,9,"0","0",NA,"0",0,0,TRUE
"12097","lucene","2.4","org.apache.lucene.util.SortedVIntList$1",5,2,0,2,8,0,1,2,3,0.16666667,102,0.33333334,1,0.42857143,0.46666667,0,0,18.8,NA,"0",NA,"0",3,1.6,FALSE
"12098","lucene","2.4","org.apache.lucene.document.DateField",8,1,0,1,25,22,1,0,6,0.42857143,126,1,0,0,0.17857143,0,0,14.625,"0","0",NA,"0",5,1.375,TRUE
"12099","lucene","2.4","org.apache.lucene.index.TermVectorsReader",23,1,0,12,66,99,3,9,2,0.8475936,1164,0.47058824,4,0,0.23140496,0,0,48.869564,"15","4","711","11",2,0.8695652,FALSE
"12100","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$8",2,2,0,8,17,1,1,8,0,1,77,1,1,0.6666667,0.625,1,1,37,NA,"0",NA,"0",1,0.5,FALSE
"12101","lucene","2.4","org.apache.lucene.index.IndexFileDeleter",20,1,0,12,77,64,3,10,5,0.71291864,1021,0.8181818,3,0,0.20526315,0,0,49.5,"15","2","337","11",2,1,TRUE
"12102","lucene","2.4","org.apache.lucene.search.DefaultSimilarity",7,2,0,3,10,21,3,1,7,2,54,0,0,0.71428573,0.5,1,2,6.714286,"0","0",NA,"0",1,0.85714287,FALSE
"12103","lucene","2.4","org.apache.lucene.index.ByteSliceWriter",8,1,0,1,15,4,0,1,6,0.54761904,240,0.5,1,0,0.30952382,0,0,28.25,"1","1","89","0",8,2.75,FALSE
"12104","lucene","2.4","org.apache.lucene.search.spans.SpanOrQuery",12,3,0,10,43,0,4,7,11,0.45454547,292,1,0,0.60714287,0.22619048,2,2,23.166666,"1","1","29","0",7,1.6666666,TRUE
"12105","lucene","2.4","org.apache.lucene.search.FieldSortedHitQueue$5",4,1,0,3,6,0,1,2,3,0.33333334,48,1,0,0,0.5833333,0,0,10.75,NA,"0",NA,"0",3,1.25,FALSE
"12106","lucene","2.4","org.apache.lucene.store.VerifyingLockFactory$CheckedLock",6,2,0,3,21,0,1,3,5,0.3,95,1,2,0.44444445,0.33333334,1,1,14.5,NA,"0",NA,"0",1,0.8333333,FALSE
"12107","lucene","2.4","org.apache.lucene.search.MultiPhraseQuery$MultiPhraseWeight",7,1,0,14,47,0,1,14,7,0.6666667,400,1,2,0,0.30952382,0,0,55.285713,NA,"0",NA,"0",1,0.85714287,FALSE
"12108","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$9",2,2,0,6,17,1,1,6,0,1,69,1,1,0.6666667,0.625,1,1,33,NA,"0",NA,"0",1,0.5,FALSE
"12109","lucene","2.4","org.apache.lucene.analysis.SimpleAnalyzer",3,2,0,5,8,3,1,4,3,2,31,0,0,0.71428573,0.7777778,1,2,9.333333,"1","1","11","0",1,0.6666667,TRUE
"12110","lucene","2.4","org.apache.lucene.document.NumberTools",4,1,0,0,18,0,0,0,3,1.1666666,127,0.5,0,0,0.33333334,0,0,29.25,"1","1","2","0",6,2.5,TRUE
"12111","lucene","2.4","org.apache.lucene.store.RAMOutputStream",16,2,0,11,33,26,9,2,11,0.6888889,332,0.6666667,1,0.56666666,0.175,1,5,19.1875,"4","2","14","4",2,0.9375,FALSE
"12112","lucene","2.4","org.apache.lucene.index.FieldsReader$FieldForMerge",5,2,0,5,7,4,2,3,5,2,61,0,0,0.84615386,0.4,1,4,11.2,NA,"0",NA,"0",1,0.8,FALSE
"12113","lucene","2.4","org.apache.lucene.analysis.Token",51,1,0,25,77,43,23,2,45,0.6553846,1122,0.23076923,1,0,0.2857143,1,1,20.745098,"11","5","979","8",12,1.7254902,TRUE
"12114","lucene","2.4","org.apache.lucene.index.IndexCommitPoint",3,1,0,2,3,3,2,0,3,2,3,0,0,0,1,0,0,0,"2","1","27","2",1,1,FALSE
"12115","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$Cache",3,1,12,17,9,1,15,2,1,0.5,111,1,0,0,0.7777778,0,0,35.666668,NA,"0",NA,"0",1,0.6666667,FALSE
"12116","lucene","2.4","org.apache.lucene.index.DocumentsWriter$SkipDocWriter",5,2,0,4,6,10,2,2,0,2,15,0,0,0.5714286,0.6,0,0,2,NA,"0",NA,"0",1,0.6,FALSE
"12117","lucene","2.4","org.apache.lucene.search.Filter",3,1,6,28,5,3,25,3,3,2,15,0,0,0,0.8333333,0,0,4,"1","1","31","1",1,0.6666667,TRUE
"12118","lucene","2.4","org.apache.lucene.search.spans.NearSpansUnordered$CellQueue",2,2,0,5,6,1,1,5,1,1,36,1,1,0.9230769,0.625,1,3,16.5,NA,"0",NA,"0",3,1.5,FALSE
"12119","lucene","2.4","org.apache.lucene.index.ByteBlockPool$Allocator",3,1,1,3,4,3,3,0,0,2,6,0,0,0,0.5,0,0,1,NA,"0",NA,"0",1,0.6666667,FALSE
"12120","lucene","2.4","org.apache.lucene.analysis.standard.StandardAnalyzer",19,2,0,10,36,0,0,10,18,0.537037,242,0.6666667,0,0.3846154,0.25,1,2,11.421053,"7","3","204","6",1,0.42105263,TRUE
"12121","lucene","2.4","org.apache.lucene.search.BooleanScorer$SubScorer",1,1,0,3,3,0,1,2,1,2,39,0,3,0,1,0,0,32,NA,"0",NA,"0",0,0,FALSE
"12122","lucene","2.4","org.apache.lucene.search.FieldSortedHitQueue$6",4,1,0,3,6,0,1,2,3,0.33333334,48,1,0,0,0.5833333,0,0,10.75,NA,"0",NA,"0",3,1.25,FALSE
"12123","lucene","2.4","org.apache.lucene.index.DocFieldConsumers$PerDoc",4,2,0,3,9,0,2,2,3,0.33333334,75,0.33333334,3,0.5714286,0.625,0,0,17,NA,"0",NA,"0",5,1.75,FALSE
"12124","lucene","2.4","org.apache.lucene.queryParser.ParseException",5,3,0,3,18,0,2,1,4,0.55,408,0.4,1,0.8666667,0.4,1,1,79.6,"3","2","28","3",14,4.8,TRUE
"12125","lucene","2.4","org.apache.lucene.index.FreqProxTermsWriter$PostingList",1,2,0,4,2,0,3,1,0,2,8,0,0,0,1,0,0,3,NA,"0",NA,"0",0,0,FALSE
"12126","lucene","2.4","org.apache.lucene.index.TermVectorsTermsWriter$PostingList",1,2,0,3,2,0,2,1,0,2,7,0,0,0,1,0,0,3,NA,"0",NA,"0",0,0,FALSE
"12127","lucene","2.4","org.apache.lucene.search.BooleanScorer2",21,3,0,16,56,104,5,15,10,0.65625,500,1,3,0.32,0.2375,1,3,22.428572,"1","1","24","1",5,1.0952381,TRUE
"12128","lucene","2.4","org.apache.lucene.index.DefaultSkipListReader",8,2,0,3,15,0,1,2,0,0.5714286,158,1,0,0.5625,0.425,1,3,17.875,"1","1","0","0",1,0.875,FALSE
"12129","lucene","2.4","org.apache.lucene.index.TermFreqVector",6,1,0,14,6,15,14,0,6,2,6,0,0,0,0.375,0,0,0,"0","0",NA,"0",1,1,TRUE
"12130","lucene","2.4","org.apache.lucene.search.BooleanScorer2$1",2,4,0,3,6,0,2,3,1,0,36,1,1,0.94736844,0.625,2,4,16,NA,"0",NA,"0",1,0.5,FALSE
"12131","lucene","2.4","org.apache.lucene.store.LockFactory",5,1,5,10,6,4,9,1,5,0.5,19,1,0,0,0.8,0,0,2.6,"1","1","13","1",1,0.8,TRUE
"12132","lucene","2.4","org.apache.lucene.search.function.FieldCacheSource",8,2,4,8,11,8,4,4,8,0.42857143,54,1,0,0.41666666,0.3125,2,2,5.625,"2","2","8","2",4,1.25,TRUE
"12133","lucene","2.4","org.apache.lucene.index.BufferedDeletes",5,1,0,5,30,0,1,4,0,0.1875,227,0,0,0,0.3,0,0,43.6,"1","1","146","0",7,2.6,TRUE
"12134","lucene","2.4","org.apache.lucene.search.Weight",6,1,0,48,6,15,45,4,6,2,6,0,0,0,0.41666666,0,0,0,"0","0",NA,"0",1,1,TRUE
"12135","lucene","2.4","org.apache.lucene.index.FieldsReader",25,1,0,19,77,170,3,17,0,0.8108974,1041,0.84615386,5,0,0.20833333,0,0,40.12,"16","2","411","11",5,1.2,TRUE
"12136","lucene","2.4","org.apache.lucene.search.DisjunctionMaxScorer",11,3,0,4,25,0,1,3,7,0.625,447,1,0,0.44444445,0.28787878,1,3,39.272728,"2","2","1","1",6,1.5454545,TRUE
"12137","lucene","2.4","org.apache.lucene.index.DocFieldConsumersPerField",3,2,0,4,6,0,2,3,3,0.33333334,44,0,3,0.5,0.46666667,0,0,12.666667,"1","1","47","0",3,1.3333334,FALSE
"12138","lucene","2.4","org.apache.lucene.document.Field$Index",2,2,0,5,3,1,4,1,0,1,46,0,8,1,1,0,0,18,NA,"0",NA,"0",0,0,FALSE
"12139","lucene","2.4","org.apache.lucene.search.MatchAllDocsQuery$MatchAllDocsWeight",8,1,0,10,19,0,1,10,8,0.64285713,105,1,2,0,0.29166666,0,0,11.625,NA,"0",NA,"0",2,1,FALSE
"12140","lucene","2.4","org.apache.lucene.analysis.WhitespaceTokenizer",2,4,0,2,4,1,1,1,1,2,13,0,0,0.9230769,0.6666667,1,1,5.5,"0","0",NA,"0",2,1,TRUE
"12141","lucene","2.4","org.apache.lucene.index.IndexReader$1",2,2,0,3,5,1,1,2,1,2,14,0,0,0.6666667,0.6666667,1,1,6,NA,"0",NA,"0",1,0.5,FALSE
"12142","lucene","2.4","org.apache.lucene.queryParser.MultiFieldQueryParser",12,2,0,9,33,34,0,9,5,0.59090906,453,1,0,0.88505745,0.28333333,1,5,36.583332,"4","3","56","2",3,1,FALSE
